date,latitude,longitude
2020-11-01,50.85041002374958,7.327689883459063
2020-11-02,51.98013997103854,7.023978425166622
2020-11-03,50.31559773852863,7.906800932037666
2020-11-04,50.82256500392891,7.730291539057098
2020-11-05,51.85975675873106,7.539450771814491
2020-11-06,51.544190293442554,7.395691732252219
2020-11-07,51.0030103466399,7.423267456922273
2020-11-08,50.250086733361705,7.040222669375101
2020-11-09,51.4493152402389,7.9845462080922065
2020-11-10,51.70090406278396,7.980783356064222
2020-11-11,50.592259728599025,7.2369798920495985
2020-11-12,51.34059247027891,7.236225296397279
2020-11-13,50.76562963764008,7.956382744395355
2020-11-14,51.859719460522754,7.934174939907142
2020-11-15,51.49527171550014,7.284739547124551
2020-11-16,51.688485674506055,7.872873807517292
2020-11-17,51.53080386600246,7.940715632237335
2020-11-18,51.08278002381411,7.587269140854127
2020-11-19,51.57234961411608,7.33037623898426
2020-11-20,51.01555153811633,7.336717052739335
2020-11-21,50.740433370390086,7.449768181918448
2020-11-22,50.79050772879428,7.976334937741623
2020-11-23,51.073789437455325,7.052226583065784
2020-11-24,51.43430478093709,7.08837422309937
2020-11-25,50.630953230744474,7.60500482406178
